ID,VideoType,Text,Likes 
292,review,"hi, just had a wee look at this and have to say the results and ease of use are very, very good. As for copyrights, = Copyright & Ownership 1. Who owns the music I generate on Tunee? Free Plan: • Music ownership belongs to Tunee • You may use songs for non-commercial purposes only • Attribution to Tunee is required Paid Plans (Basic/Plus/Pro): • You own full rights to all music created during your subscription • Lifetime commercial usage rights included • Use for monetization, advertising, games, and more. will poke about with it a bit more, ty for bringing it to my attention :)",12
293,review,"I've tried it on the free version, and I haven't found a single thing that can beat suno in terms of producing music, except that it can interact a little with the user and a little bravery in terms of producing music.especially in the credit section, and the use of multiple accounts in the same wifi space, then you know after using it for a week, you will think about subscribing, that's my personal opinion.",0
294,review,"I used to use it to make some excellent covers, but in January 2026, it didn't do it anymore and it became very random—maybe in October 2025 when you wrote this it was good, but not anymore!",0
295,review,"Not everyone is deleting Suno (and Udio) it's just UMG, WMG and Sony",1
296,review,"And I won't delete my account and subscription to Suno v5. But when you talk to Ai to produce what you want and when the song is made, the credit increases - you can see it in the top right. Some features are paid. But the good part is that you can download the songs produced.",0
297,review,"It may be free, but it doesn't come close to Suno's current quality.",15
298,review,"But now the December 31, 2025 update Tunee Ai is no longer make a cover song so sad, I hope there's other AI henerator like Tunee AI before because it's easy to use to create and awesome sounds",0
299,review,Until now I haven’t been able to make a music with that Ai. So I prefere Suno who works very well,0
300,policy,"Songwriter here. I own the copyright to all the songs I've written, and no-one can perform or record them without my permission (and without paying me a Royalty). This includes tracks generated by AI. So, no, you CANNOT legally monetize AI-powered remixes if you are using the melody and/or the lyrics of a song that was composed by someone else. Whoever told you that this was okay had no idea what they were talking about. The person who writes a song ALWAYS owns the publishing rights to their song (unless they choose to sell that right), and you CANNOT monetize a song you didn't write unless you want to get sued and banned by YouTube (or wherever else you upload them). You are giving people wrong and bad advice here - advice that is going to land them in trouble. People like you make me sick. You want to make money from other people's work, and other people's talents. It doesn't bother you at all that you're robbing people who may have spent years trying to write a hit song (it isn't easy). I wonder how you'd feel if you wrote a song that became successful, and some talentless parasite came along and monetized their own version of it.",218
301,policy,"I did many covers with Suno, and it can replicate part of the song, most times the chorus, but I never saw Suno replicate a song for the whole 3 minutes. And is very needed upload the vocals too as a reference, if not Suno most times doesn't understand the melody line. I'm not gonna talk about legal part, cause' right in my suggested videos are some ""Suno exposed: terms of service"" that made me truly question how far we can reach doing this.",8
302,policy,"Upon uploading Audio via Suno this comes up: 'I certify that I own or exclusively control all rights in any content I will upload using this Suno feature. I understand that I am not allowed to upload content if I do not own or exclusively control the rights to it, and that if I do so in spite of this prohibition, I will (among other problems) be breaching a contract with Suno and I may be subject to various other forms of legal liability as well. By clicking this box, I acknowledge and agree to the foregoing.'",21
303,policy,if we are only uploading 60 seconds of audio. how do we add the remaining audio and lyrics to extend the first 60 seconds of the ai generated song ?,1
304,policy,"I agree with other commenters. In the end , the original copyright owner still has the final say , and executive decision whether or not to allow you some artistic freedom. Also , even when an artist may allow someone artistic freedom of use , the record label will almost always step in and file a takedown claim and copyright claim . One other thing they are allowed to do is to automatically let your video or remix stay on YouTube, but the monetization profits from it will automatically be given to the copyright holder",1
305,policy,suno wont allow uploading of copyright audio material.. so your video is not up to date!,1
306,policy,"Ultimately, even if everyone could make music, only the music that truly moves emotions or resonates with listeners would stand the test of time.",14
307,policy,"nother thing to add is you don't only need to pay subscription to get the cover section. You also need it to be able to make money with it. And if you stop your subscription, you're not suppose to make money with those songs again (even if made while paying subscription)",0
308,policy,"Technically speaking, any remix made without the written consent of the original rights holders is an infringement of copyright law. There's a big big difference between remix and cover. There are thousands of court cases documented where record companies sued remixer amd it ks easier nowadays to do so than ever.",1
309,policy,Has anyone here subscribed to AudioProtect? Have you submitted your song yet?,1
310,policy,"brother, thanks for showing me that it was possible to do this, I tried to do it here but it gave an error, you can't use V4 as it gives an error, and really if you use the full letter it goes wrong, perfect my friend, thanks, you are a friend",0
311,policy,"you need the Suno subscibe for the commercial terms too . without this you can only use your songs privately and not for comerz, which means you can't take any money for them",0
312,policy,Does this work on instrumental music generate by Suno? or only work for remixes and covers?,0
313,policy,"cool video. just discovered sumo yesterday. in the past i tried it with the songs i uploaded but didnt know i had to copyright them and got a decline by youtube, what do i do next? shall i remake a channel and start fresh? since i have some licensed covers which i am not allowed to monetize on this channel",0
314,policy,You cant upload a copyrighted song into SUNO so forget this method.,6
315,policy,"In the video you say that when filling the forms at Audio Protect you should put your own name for songwriter, this has to be wrong.",0
316,policy,Suno forbids using copyrighted lyrics without author’s permission,7
317,policy,"If the songwriter is an AI like Chat-GPT 4o, what would you suggest we put in the audio protect form if we don't want to use our actual name? Or do we have to use our own personal name even if AI wrote it. Will they accept a Pen name like authors use which aren't their legal name for privacy reasons.",4
318,policy,Now Suno stopped accepting lyrics from famous songs. So please use your own lyrics to protect your work.,12
319,policy,"I will produce completely independent songs through Suno Pro plan. When I register the songs to the contect id through this site, do I own all the rights to the song like an artist?",3
320,policy,"You know, it's against the term of services to do that, right? You would have been greeted with a big yellow I accept button when you first go to input custom lyrics ""Suno is designed for creating original music. Please confirm you will only submit Al- generated lyrics, original lyrics or lyrics to which you otherwise hold right to continue.""",0
321,policy,"You can't to, without permission of copyright. You can generate by AI some lyrics from AI generation, but not from writers. It's not legal. Read Suno  policies.",0
322,policy,"This only works because distributors like say distrokid or tube core and dsps like YouTube and Spotify have blanket licenses for the music uploaded on their platform only. You still need to purchase a cover license and any other applicable licenses such as mechanicals for each copy (every single stream, download or sale is counted as 1 mechanical or copy) for any use outside of that platform. Cover licensing is provided as a part of those services but can still be purchased independently and is the easiest followed by the mechanicals for an independent artist to obtain by simply buy it from the appropriate licensing entity. AI creations can’t be copyrighted without a substantial amount of human contribution to be determined by the copyright board that exists under the intellectual property board in your country. ContentID is not copyright and does not provide any copyright protection it only serves as identification and protection of content on digital platforms that use it either on their platform strictly or across the web. Copyright is literally a right that humans have to protect the thoughts in our head once they have been moved from your head into the real world in some way that makes them tangible or accessible to others and a song operates similar to how physical property of say a house. You pay an upfront fee and make continuous payments to keep using that property or asset.",1
323,policy,Thank you nova brother again your videos are so informative thank you brother you helped me lot,3
324,policy,Why not just ask Ai to compose original songs with original lyrics? This way you don't need remix with other artists songs.,9
325,policy,Suno then owns the track and can copyright strike your audio so they take the profits. this has been covered.,0
326,official,"Awesome. And yes, the next step should definitely be the option to use your own voice.",210
327,official,"As soon as Suno enables custom voices for our creations, it’s going to blow up. Seriously — that’s a revolutionary summer hit waiting to happen. Big love to the team.",67
328,official,Being able to plug in my own voice would be awesome.,75
329,official,"Absolute sorcery. How can any record company compete with this? Suno has put the world of music in the hands of the cashier at Walmart. The next number one hit on Billboard could be created by your Lyft driver. There is something poetic about the whole thing. Well done Suno, well done indeed. And thank you so much for putting us first and thinking about us first in your negotiations with big music. I have a feeling you told them **** you quite a few times.",6
330,official,"I hope we can get studio-quality a cappellas someday. As a music producer, I like to export stems and enhance or remake the instrumentals in a DAW. The only drawback for me is artifacts and effects in the vocal stems. If there were a way to get clear vocals without the added effects (delay, reverb, etc), that would be a game-changer.",8
331,official,"@suno thank you for the update. When creating persona can we have it NOT default to public? A lot of us don't want to make it public, in case we forget to deselect it, then our persona obviously is made public. Also there is no option to ""delete"" persona only to put in into the trash. I have dozens of songs that I can't delete, due to the error message ""delete persona first"" This is an error that has been discussed extensively on forums with users and Suno moderators, but we haven't seen it being fixed yet. Hopefully this can be fixed in the future. Thanks in advance for your attention",23
332,official,Love to be able to use this in a Studio project so that a persona could be applied after the fact to only the vocal track.,2
333,official,"Amazing! However, I’ve heard this voice several times already — for example, whenever someone asks for an energetic, raspy tone. The risk is that your album ends up having the same vocal texture throughout, which also sounds very similar to many other albums out there. Ideally, voices should be more diverse, using a dedicated tool that lets you control specific qualities — like the amount of “smoke” or raspiness in the voice :)",27
334,official,Hi guys! The new persona model has a bug. It does not follow the melody when fed with a cover audio. Whereas the legacy works fine.,3
335,official,Awesome new feature! Thanks for continuing to make Suno better! Love all the capabilities Suno offers to it’s users.,18
336,official,Finally!! I’ve waited 2 years for this feature.,11
337,official,Would be even cooler if I could go back and replace vocals with a chosen persona.,2
338,official,"This was one of the biggest problems, and it still persists. Yes, voice cloning is close, but this time, many issues arise in the lyrics such as metallic sound, syllable omission, cutting the song short, singing halfway through, letter omission, and awkward phrasing.",2
339,official,"I wanted to add that when you separate the vocals using the stems, is to log out and back in again. I separated them last night and generated a song using my preferred vocals. It produced a beautiful song, but I cannot use it. Total generated time was 7 minutes and 59 seconds. The song was 4 and a half minutes. The song finished and was followed by a flat frequency tone for the remainder of the duration, hence the advice to log out and in again.",1
340,official,That´s a huge update - THANK YOU!,8
341,official,"I have written a ton of songs over the past decades, of which I have simple acoustic guitar versions recorded. I purchased a subscription to Suno with the goal of creating full band versions of the song; however, I WANT TO HAVE MY VOICE. It seems even the Persona feature doesn't do what I want. Is there ANY way to keep my own voice? Everything I can find online refers to sections that are greyed out. The fact is that AI takes over my voice and I can't seem to stop it.",0
342,official,I just upgraded to the premiere version to be able to use studio and create a Persona with my own voice. Not sure why you guys disable the option to use my own audio (my own voice) but I would be necessary for me to have this feature to justify keeping my subscription at the top tier level. Planning to enable that option?,0
343,official,"I have written a ton of songs over the past decades, of which I have simple acoustic guitar versions recorded. I purchased a subscription to Suno with the goal of creating full band versions of the song; however, I WANT TO HAVE MY VOICE. It seems even the Persona feature doesn't do what I want. Is there ANY way to keep my own voice? Everything I can find online refers to sections that are greyed out. The fact is that AI takes over my voice and I can't seem to stop it.",0
344,official,The new v5 voice sounded too polished and sound AI oversang on every track,0
345,official,"When you update to version5, it always oversang and add too much emotion into the voice, when I tried to recreate older more modest voice, you can’t with V5",0
346,official,"Helo suno music, persona on my own voice is not working in my account. Its disable, any solution",0
347,official,The biggest reason to clone vocals is work with other recording artists and save time/money on the production. But yet I want my voice too.,0
348,official,"I don't recommend anyone subscribe to them. They stole my money, they're blocking my login, they won't send me OTPs, and their support system is unresponsive. All they say is to wait, but they don't care about their customers at all.",0
349,official,Why this option doesn’t have in Mobile app?,0
350,official,This is awesome. Please let us know when will the use your own voice feature will be released?,0
